full_name,place_id,google_name,address,phone,lat,lon,cuisine_keyword,image_url,grid_id,rating,review_count,price_level,opening_hour,wheelchair_friendly,inspection_date,inspection_grade,cuisine_type,amenities
"Soft Swerve, 85B Bayard Street",,,,(+1) 917-376-3389,40.715774645205,-73.998953878412,,,M-0109,,,,,0.0,2024-09-25,A,Frozen Desserts,
"Nuevo Rincon Del Sabor Restaurant, 1047 Saint Nicholas Avenue",,,,(+1) 917-861-4393,40.836404652582,-73.940016787255,,,M-0997,,,,,0.0,2024-10-31,A,Latin American,
"Colette, 767 5 Avenue",,,,(+1) 480-290-5850,40.764013475174,-73.973188985807,,,M-0477,,,,,1.0,2024-08-01,A,French,
"King Food, 489 Amsterdam Avenue",,,,(+1) 917-518-7654,40.786016097381,-73.976217057172,,,M-0655,,,,,0.0,2024-07-01,A,Chinese,
":3 Coffee, 29 West 21 Street",,,,(+1) 347-265-8602,40.740737990032,-73.991638705565,,,M-0274,,,,,1.0,2024-07-22,A,Coffee/Tea,
"German Doner Kebab, 1001 Avenue Of The Americas",ChIJ41g6MHdZwokRTHi9weGBMNE,German Doner Kebab,"1001 6th Ave, New York, NY 10018, USA",(+1) 646-808-7724,40.751834549812,-73.986310015919,,,M-0353,4.3,972.0,,,1.0,2024-11-18,A,Mediterranean,
"Candle Cafe Or Candle, 388 3 Avenue",,,,(+1) 917-673-8600,40.741776987774,-73.981007258616,,,M-0291,,,,,1.0,2023-08-08,A,Vegetarian,
"Ginjan Cafe, 85 East 125 Street",,,,(+1) 929-248-9696,40.805325746311,-73.939665622922,,,M-0860,,,,,0.0,2025-04-08,A,Coffee/Tea,
"Seaport Hotel, 33 Peck Slip",,,,(+1) 212-766-6600,40.707864213514,-74.001623098743,,,M-0064,,,,,0.0,2025-01-08,,American,
"Makimaki, 350 Hudson Street",,,,(+1) 646-833-7063,40.727541236371,-74.007273637731,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'catering', 'title': 'Caterers'}]",https://s3-media2.fl.yelpcdn.com/bphoto/p479MzQuelKVC40hyc6Ijg/o.jpg,M-0180,4.3,16.0,,"{'Monday': ['11:00–20:00'], 'Tuesday': ['11:00–20:00'], 'Wednesday': ['11:00–20:00'], 'Thursday': ['11:00–20:00'], 'Friday': ['11:00–17:00'], 'Saturday': [], 'Sunday': []}",0.0,2024-11-06,A,Japanese,
"Offiside, 94 Avenue A Ground Floor",,,,(+1) 347-873-2994,40.725547635026,-73.983887355783,,,M-0173,,,,,0.0,2024-01-26,A,American,
"Ipizzany, 3801 Broadway",,,,(+1) 646-344-1533,40.834773721457,-73.944365656956,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",,M-0990,3.8,4.0,,,0.0,2024-12-27,A,Pizza,
"Playa Bowls, 1350 Broadway",ChIJh2jZJI9ZwokRlRoueTuBosA,Playa Bowls,"1350 Broadway, New York, NY 10018, USA",(+1) 914-462-7137,40.751299474238,-73.987656375428,,,M-0353,4.7,434.0,,,0.0,2025-02-26,A,"Juice, Smoothies, Fruit Salads",
"Puya, 30 Rockefeller Plaza",,,,(+1) 646-464-0201,40.758747437799,-73.978692223615,,,M-0414,,,,,0.0,2025-02-13,N,Mexican,
"Morgenstern'S Bananas, 2 Rivington Street",,,,(+1) 917-657-3942,40.721582385788,-73.993347527717,,,M-0156,,,,,0.0,2023-08-07,N,Frozen Desserts,
"Mcdonald'S, 661 8 Avenue",,,,(+1) 631-858-1111,40.75732991578,-73.989727149647,,,M-0410,,,,,0.0,2024-05-14,A,American,
"Saint Pizza, 223 Avenue B",,,,(+1) 646-398-8250,40.729016101356,-73.978315707143,,,M-0205,,,,,0.0,2024-03-06,A,Pizza,
"Balcon Salon, 674 9 Avenue",,,,(+1) 212-810-7190,40.761394965972,-73.990452089284,,,M-0431,,,,,0.0,2024-01-31,A,American,
"Gregorys Coffee, 200 Varick Street",,,,(+1) 877-231-7619,40.728340069398,-74.005343445984,,,M-0196,,,,,0.0,2024-11-29,A,Coffee/Tea,
"Paradise Lost, 100 2 Avenue",,,,(+1) 929-399-4666,40.72723349088,-73.98864220959,,,M-0187,,,,,0.0,2025-02-25,A,American,
"Blue Box Cafe, 6 East 57 Street",,,,(+1) 917-282-9091,40.762772927699,-73.973546864357,,,M-0457,,,,,1.0,2024-10-07,A,American,
"Hex & Company, 801 Broadway",,,,(+1) 917-838-2274,40.732558565544,-73.991264480164,,,M-0231,,,,,0.0,2024-11-08,A,American,
"Song'E Napule, 132 West Houston Street",,,,(+1) 646-409-3904,40.727741824413,-74.001551425432,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",https://s3-media1.fl.yelpcdn.com/bphoto/HbEZYdyxjcR32Jyjn3aTnw/o.jpg,M-0182,4.6,35.0,$$,"{'Monday': ['12:00–23:00'], 'Tuesday': ['12:00–23:00'], 'Wednesday': ['12:00–23:00'], 'Thursday': ['12:00–23:00'], 'Friday': ['12:00–23:00'], 'Saturday': ['12:00–23:00'], 'Sunday': ['12:00–23:00']}",0.0,2024-10-10,A,Italian,
"Baya Bar, 111 East 14 Street",,,,(+1) 631-464-6436,40.734238206949,-73.989427624614,,,M-0231,,,,,1.0,2025-01-06,,"Juice, Smoothies, Fruit Salads",
"Alf Bakery, 75 9 Avenue",,,,(+1) 312-543-7260,40.741869040229,-74.004713006739,,,M-0283,,,,,1.0,2025-04-02,Z,Bakery Products/Desserts,
"Burgers On B, 168 Avenue B",,,,(+1) 646-234-9285,40.727218525666,-73.979658447174,"[{'alias': 'burgers', 'title': 'Burgers'}]",https://s3-media2.fl.yelpcdn.com/bphoto/qKa4umPaZrqmfP6tmqntFw/o.jpg,M-0190,4.6,36.0,,"{'Monday': ['14:00–23:00'], 'Tuesday': ['14:00–23:00'], 'Wednesday': ['14:00–23:00'], 'Thursday': ['14:00–23:00'], 'Friday': ['14:00–01:00'], 'Saturday': ['14:00–01:00'], 'Sunday': ['14:00–22:00']}",0.0,2024-05-21,A,American,
"Bravo Pizza, 378 5 Avenue",,,,(+1) 917-885-4554,40.749322783824,-73.983921283738,,,M-0337,,,,,1.0,2023-08-21,A,Pizza,
"Omar'S Mediterranean Cuisine, 15 Ann Street",,,,(+1) 646-407-9543,40.710935345768,-74.007964372856,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'bbq', 'title': 'Barbeque'}]",https://s3-media2.fl.yelpcdn.com/bphoto/lhsOK41xj048_JYe3y-ZQA/o.jpg,M-0076,4.8,71.0,,"{'Monday': ['11:00–19:30'], 'Tuesday': ['11:00–19:30'], 'Wednesday': ['11:00–19:30'], 'Thursday': ['11:00–19:30'], 'Friday': ['11:00–19:30'], 'Saturday': [], 'Sunday': []}",0.0,2025-03-06,A,Mediterranean,
"Shingane, 480 Avenue Of The Americas",,,,(+1) 201-925-7140,40.735880043967,-73.997899906259,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'desserts', 'title': 'Desserts'}]",https://s3-media3.fl.yelpcdn.com/bphoto/rHKQI9wNK0nZSmat9j5Feg/o.jpg,M-0242,4.7,57.0,,"{'Monday': ['10:00–19:00'], 'Tuesday': ['10:00–19:00'], 'Wednesday': ['10:00–19:00'], 'Thursday': ['10:00–19:00'], 'Friday': ['10:00–19:00'], 'Saturday': ['12:00–18:00'], 'Sunday': ['12:00–18:00']}",0.0,2024-12-26,A,Korean,
"Tea Art, 147 Sullivan Street",,,,(+1) 917-502-7331,40.727036414585,-74.001883338303,,,M-0182,,,,,0.0,2024-07-10,A,Coffee/Tea,
"Con Sabor A Mexico, 711 West 181 Street",,,,(+1) 929-228-2366,40.8503349217,-73.936281095055,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'tacos', 'title': 'Tacos'}]",https://s3-media4.fl.yelpcdn.com/bphoto/QxgFKIwWKcPTPUtGqBjyag/o.jpg,M-1039,3.4,39.0,,"{'Monday': ['11:00–23:45'], 'Tuesday': ['11:00–23:45'], 'Wednesday': ['11:00–23:45'], 'Thursday': ['11:00–23:45'], 'Friday': ['11:00–23:45'], 'Saturday': ['11:00–23:45'], 'Sunday': ['11:00–23:45']}",0.0,2024-12-17,,Mexican,
"Kazunori, 125 University Place",,,,(+1) 929-220-3447,40.734798349408,-73.992032763883,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",https://s3-media3.fl.yelpcdn.com/bphoto/LxzqcyQ6HptBFMGsR6ieXw/o.jpg,M-0244,4.2,64.0,$$,"{'Monday': ['11:30–23:00'], 'Tuesday': ['11:30–23:00'], 'Wednesday': ['11:30–23:00'], 'Thursday': ['11:30–23:00'], 'Friday': ['11:30–23:30'], 'Saturday': ['11:30–23:30'], 'Sunday': ['11:30–23:00']}",0.0,2024-10-31,A,Japanese,
"Meta Hot Pot, 18 West 38 Street",,,,(+1) 646-692-6666,40.751307198847,-73.983588752162,"[{'alias': 'hotpot', 'title': 'Hot Pot'}, {'alias': 'bbq', 'title': 'Barbeque'}]",https://s3-media4.fl.yelpcdn.com/bphoto/An7w_dPwxql3NaN0KGn6Yg/o.jpg,M-0354,4.4,122.0,,"{'Monday': ['11:00–00:00'], 'Tuesday': ['11:00–00:00'], 'Wednesday': ['11:00–00:00'], 'Thursday': ['11:00–00:00'], 'Friday': ['11:00–00:00'], 'Saturday': ['11:00–00:00'], 'Sunday': ['11:00–00:00']}",0.0,2024-06-18,N,Chinese,
"The Rum House, 228 West 47 Street",,,,(+1) 646-932-3365,40.759720192632,-73.985886053426,,,M-0433,,,,,0.0,2023-11-15,A,American,
"Mamazul, 1155 Broadway",,,,(+1) 212-500-6988,40.744303206774,-73.988924388804,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tacos', 'title': 'Tacos'}]",https://s3-media2.fl.yelpcdn.com/bphoto/Hr5eoADLcszH78j8XPFBJQ/o.jpg,M-0303,3.8,115.0,,"{'Monday': ['11:00–01:00'], 'Tuesday': ['11:30–01:00'], 'Wednesday': ['11:30–01:00'], 'Thursday': ['11:30–01:00'], 'Friday': ['11:30–01:00'], 'Saturday': ['11:00–01:00'], 'Sunday': ['11:00–01:00']}",0.0,2024-10-22,,Mexican,
"Eulalie, 239 West Broadway",,,,(+1) 917-573-1335,40.71964461807,-74.005959633107,"[{'alias': 'french', 'title': 'French'}]",https://s3-media1.fl.yelpcdn.com/bphoto/7c9ryVGAPwwjEPWp84UlpA/o.jpg,M-0137,5.0,12.0,,"{'Monday': [], 'Tuesday': ['17:45–22:00'], 'Wednesday': ['17:45–22:00'], 'Thursday': ['17:45–22:00'], 'Friday': ['17:45–22:00'], 'Saturday': ['17:45–22:00'], 'Sunday': []}",0.0,2024-02-07,N,Other,
"Donna Cocktail Club, 7 Cornelia Street",,,,(+1) 646-965-0681,40.731609197835,-74.001634503876,,,M-0212,,,,,1.0,2024-01-16,A,Spanish,
"Kona Coffee Roasters, 100 Park Avenue",,,,(+1) 917-891-0613,40.750993456113,-73.978503424145,,,M-0356,,,,,0.0,2024-12-03,A,Coffee/Tea,
"Modern Coffee House, 105 East Broadway",,,,(+1) 917-267-2333,40.713789981732,-73.99321844896,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",https://s3-media1.fl.yelpcdn.com/bphoto/fXrTxRtvjS4V0r2-XlhVrw/o.jpg,M-0096,4.3,3.0,,"{'Monday': ['07:00–17:00'], 'Tuesday': ['07:00–17:00'], 'Wednesday': ['07:00–17:00'], 'Thursday': ['07:00–17:00'], 'Friday': ['07:00–17:00'], 'Saturday': ['07:00–17:00'], 'Sunday': ['07:00–17:00']}",0.0,2025-04-24,Z,Bakery Products/Desserts,
"Tiffany And Co. (Employee Cafeteria), 727 5 Avenue",,,,(+1) 718-968-5224,40.76256174064,-73.974247261348,,,M-0456,,,,,0.0,2025-04-14,A,American,
"Platinum Plus Cafe, 350A East 30 Street",,,,(+1) 347-203-3061,40.74162787788,-73.976218528389,"[{'alias': 'cafes', 'title': 'Cafes'}]",https://s3-media1.fl.yelpcdn.com/bphoto/q-2hiEAT8EQR4ap-newhpA/o.jpg,M-0293,4.5,2.0,,"{'Monday': ['06:00–17:00'], 'Tuesday': ['06:00–17:00'], 'Wednesday': ['06:00–17:00'], 'Thursday': ['06:00–17:00'], 'Friday': ['09:00–17:00'], 'Saturday': ['06:00–17:00'], 'Sunday': ['06:00–17:00']}",0.0,2023-08-24,,Coffee/Tea,
"Mabu Cafe Nyc, 18 Doyers Street",,,,(+1) 718-637-9338,40.714616341768,-73.99809176322,,,M-0109,,,,,0.0,2024-11-12,B,Chinese,
"Malones Irish Pub & Restaurant, 692 3 Avenue",,,,(+1) 646-637-1689,40.751810393354,-73.973695605388,,,M-0358,,,,,0.0,2024-05-07,A,Irish,
"Brasserie Viet Nam, 282 Bleecker Street",,,,(+1) 212-858-0868,40.731812273118,-74.003352006063,,,M-0212,,,,,1.0,2023-08-16,A,Fusion,
"Sogno Toscana, 508 West 28 Street",,,,(+1) 646-464-4525,40.751020148087,-74.002371265258,,,M-0348,,,,,0.0,2024-10-21,A,Italian,
"Jade Garden, 4028 Broadway",,,,(+1) 212-795-0556,40.841964964473,-73.939017853253,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'seafood', 'title': 'Seafood'}]",https://s3-media2.fl.yelpcdn.com/bphoto/4ytypZwbTpfoEr69EwZgMQ/o.jpg,M-1010,3.5,126.0,$,"{'Monday': ['11:00–23:00'], 'Tuesday': ['11:00–23:00'], 'Wednesday': ['11:00–23:00'], 'Thursday': ['11:00–23:00'], 'Friday': ['11:00–23:00'], 'Saturday': ['11:00–23:00'], 'Sunday': ['12:00–23:00']}",0.0,2023-09-26,A,Chinese,
"Motel No Tell, 210 Avenue A",,,,(+1) 917-620-6000,40.729812521522,-73.980772548624,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",https://s3-media2.fl.yelpcdn.com/bphoto/yPVA8YmJaLpb79Vc5XMkiA/o.jpg,M-0204,4.5,60.0,,"{'Monday': ['16:00–00:00'], 'Tuesday': ['16:00–00:00'], 'Wednesday': ['16:00–01:00'], 'Thursday': ['16:00–02:00'], 'Friday': ['14:00–02:00'], 'Saturday': ['11:00–02:00'], 'Sunday': ['11:00–00:00']}",0.0,2023-08-29,N,Italian,
"Birch Coffee, 136 Church Street",,,,(+1) 917-841-6564,40.714209815897,-74.008513064714,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}]",https://s3-media2.fl.yelpcdn.com/bphoto/05IQocr5jxJBxCqQOmVrYw/o.jpg,M-0091,4.7,10.0,,"{'Monday': ['07:30–16:00'], 'Tuesday': ['07:30–16:00'], 'Wednesday': ['07:30–16:00'], 'Thursday': ['07:30–16:00'], 'Friday': ['07:30–16:00'], 'Saturday': ['07:30–16:00'], 'Sunday': ['07:30–16:00']}",1.0,2025-01-28,A,Coffee/Tea,
"Tasty Hand-Pulled Noodles, 1 Doyers Street",,,,(+1) 212-791-1817,40.714086592864,-73.997633660983,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}]",https://s3-media4.fl.yelpcdn.com/bphoto/FJttNYXtGvCsX0l0XoRxvg/o.jpg,M-0095,3.9,1950.0,$$,"{'Monday': ['10:30–22:30'], 'Tuesday': ['10:30–22:30'], 'Wednesday': ['10:30–22:30'], 'Thursday': ['10:30–22:30'], 'Friday': ['10:30–22:30'], 'Saturday': ['10:30–22:30'], 'Sunday': ['10:30–22:30']}",0.0,2024-10-25,A,Chinese,
"Downtown Burritos Corp, 69 1 Avenue",,,,(+1) 212-254-1757,40.725380589145,-73.986910764439,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",https://s3-media4.fl.yelpcdn.com/bphoto/YIiu3QxdKDS8NUp3ncYArQ/o.jpg,M-0172,4.1,294.0,$,"{'Monday': ['08:00–21:30'], 'Tuesday': ['08:00–21:30'], 'Wednesday': ['08:00–21:30'], 'Thursday': ['08:00–21:30'], 'Friday': ['08:00–21:30'], 'Saturday': ['08:00–21:30'], 'Sunday': ['09:00–21:00']}",0.0,2025-05-15,A,Mexican,
"Starbucks Coffee # 69349, 322 West 57 Street",,,,(+1) 212-615-9700,40.767070371835,-73.983754527837,,,M-0494,,,,,0.0,2024-07-02,A,Coffee/Tea,
"Popeyes, 1530 Broadway",,,,(+1) 347-701-7760,40.757667016401,-73.985121256364,,,M-0412,,,,,0.0,2024-05-14,A,Chicken,
"Osteria Carlina Tribeca, 11 Varick Street",,,,(+1) 646-370-4929,40.719597907041,-74.006854294758,,,M-0136,,,,,0.0,2023-09-14,A,Italian,
"Kaiten Zushi Nomad, 276 5 Avenue",ChIJPZcjmIpZwokRnodaoEHWuqU,"Kaiten Zushi Nomad | AYCE Conveyor Belt Sushi, Japanese Restaurant in NYC","276 5th Ave, New York, NY 10001, USA",(+1) 212-671-6481,40.74565063661,-73.986596397785,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",https://s3-media1.fl.yelpcdn.com/bphoto/MaSFKS60cq3RlqwRmLjgfA/o.jpg,M-0304,4.3,816.0,$$,"{'Monday': ['11:30–22:00'], 'Tuesday': ['11:30–22:00'], 'Wednesday': ['11:30–22:00'], 'Thursday': ['11:30–22:00'], 'Friday': ['11:30–22:30'], 'Saturday': ['11:30–22:30'], 'Sunday': ['11:30–22:00']}",0.0,2025-01-14,A,Other,
"7Th Street Burger, 80 Nassau Street",,,,(+1) 732-824-8529,40.709815468922,-74.008119339196,"[{'alias': 'burgers', 'title': 'Burgers'}]",https://s3-media4.fl.yelpcdn.com/bphoto/nAQ-XyDYtFidG594KlvaOQ/o.jpg,M-0062,4.2,112.0,,"{'Monday': ['11:00–00:00'], 'Tuesday': ['11:00–00:00'], 'Wednesday': ['11:00–00:00'], 'Thursday': ['11:00–00:00'], 'Friday': ['11:00–02:00'], 'Saturday': ['11:00–02:00'], 'Sunday': ['11:00–00:00']}",0.0,2024-11-19,A,Hamburgers,
"7Th Street Burger, 171 West 23 Street",,,,(+1) 732-824-8529,40.743683300262,-73.994648101026,,,M-0287,,,,,0.0,2025-05-17,,Hamburgers,
"Naya, 304 Park Avenue South",,,,(+1) 212-597-9189,40.739999160011,-73.98650732328,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}]",https://s3-media3.fl.yelpcdn.com/bphoto/k3bNMs5HWYP_Dgg8o73YOw/o.jpg,M-0275,4.5,8.0,,"{'Monday': ['10:30–21:00'], 'Tuesday': ['10:30–21:00'], 'Wednesday': ['10:30–21:00'], 'Thursday': ['10:30–21:00'], 'Friday': ['10:30–21:00'], 'Saturday': [], 'Sunday': []}",0.0,2024-11-07,A,Mediterranean,
"Yono Sushi By Bondst, 421 8 Avenue",ChIJWxeVcz5ZwokR3NjYV2KA7AI,Yono Sushi,"Moynihan Train Hall, 421 8th Ave, New York, NY 10199, USA",(+1) 917-991-5582,40.750608332464,-73.994622278067,,,M-0351,4.2,107.0,,,0.0,2023-11-29,A,Japanese,
"Baya Bar, 305 West Broadway",,,,(+1) 917-472-7271,40.721587983109,-74.004419348823,,,M-0152,,,,,1.0,2024-11-08,A,"Juice, Smoothies, Fruit Salads",
"Just Salad, 670 Columbus Avenue",,,,(+1) 332-269-1224,40.790669506933,-73.969122619093,,,M-0703,,,,,0.0,2024-10-21,A,Salads,
"Kiku Japanese Restaurant, 50 West 55 Street",,,,(+1) 212-582-8357,40.762331670994,-73.976532383932,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",https://s3-media2.fl.yelpcdn.com/bphoto/4Yz7xjbVmU4jf0mRpDMeAw/o.jpg,M-0456,3.1,144.0,$$,"{'Monday': ['11:00–22:00'], 'Tuesday': ['11:00–22:00'], 'Wednesday': ['11:00–22:00'], 'Thursday': ['11:00–22:00'], 'Friday': ['11:00–22:00'], 'Saturday': ['12:00–22:00'], 'Sunday': ['12:00–22:00']}",0.0,2025-01-06,A,Japanese,
"Florentin, 480 Amsterdam Avenue",,,,(+1) 646-368-1510,40.785826743055,-73.976379625738,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'New American'}]",https://s3-media4.fl.yelpcdn.com/bphoto/94r8xXplru2qxAqzOK-ZlA/o.jpg,M-0655,4.2,21.0,,"{'Monday': ['17:00–22:00'], 'Tuesday': ['17:00–22:00'], 'Wednesday': ['17:00–22:00'], 'Thursday': ['17:00–22:00'], 'Friday': ['11:00–22:00'], 'Saturday': ['11:00–22:00'], 'Sunday': ['11:00–22:00']}",0.0,2024-03-19,A,Other,
"Ra Sushi, 229 West 43 Street",,,,(+1) 212-398-9810,40.75712932147,-73.987445936206,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",https://s3-media1.fl.yelpcdn.com/bphoto/4fGq9qY1ezm9n8iSW70DIw/o.jpg,M-0391,3.7,1018.0,$$,"{'Monday': ['11:00–22:00'], 'Tuesday': ['11:00–22:00'], 'Wednesday': ['11:00–22:00'], 'Thursday': ['11:00–22:00'], 'Friday': ['11:00–23:00'], 'Saturday': ['11:00–23:00'], 'Sunday': ['11:00–22:00']}",0.0,2024-12-02,,Japanese,
"Wonder, 128 West 23 Street",,,,(+1) 508-808-6982,40.743312714839,-73.993803668759,,,M-0287,,,,,0.0,2023-10-30,A,Other,
"Eat Pretty Sweets, 501 1/2 East 83 Street",,,,(+1) 646-590-8190,40.773828398358,-73.948193324494,,,M-0567,,,,,0.0,2023-09-14,N,Bakery Products/Desserts,
"Sophies Cuban Cuisine, 325 Broadway",,,,(+1) 917-207-0655,40.715991386777,-74.004786923723,,,M-0107,,,,,0.0,2025-03-17,A,Spanish,
"Bleecker Street Bar, 648 Broadway",,,,(+1) 212-466-6482,40.726698742514,-73.99568133241,,,M-0184,,,,,0.0,2024-10-10,N,American,
"I Love Bibimbap, 1049 Saint Nicholas Avenue",,,,(+1) 646-398-8177,40.836470533812,-73.940031183172,"[{'alias': 'korean', 'title': 'Korean'}]",https://s3-media3.fl.yelpcdn.com/bphoto/OBxvIIs95jfMIyyctpJutw/o.jpg,M-0997,4.5,11.0,,"{'Monday': ['10:00–22:00'], 'Tuesday': ['10:00–22:00'], 'Wednesday': ['10:00–22:00'], 'Thursday': ['10:00–22:00'], 'Friday': ['10:00–22:00'], 'Saturday': ['11:00–22:00'], 'Sunday': ['11:00–22:00']}",0.0,2024-10-31,A,Korean,
"Ikyu, 1718 2 Avenue",,,,(+1) 917-892-0706,40.77995832995,-73.950214199533,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'beverage_stores', 'title': 'Beverage Store'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",https://s3-media2.fl.yelpcdn.com/bphoto/eT6kl0NtRbtyIstIlcWqBg/o.jpg,M-0620,4.2,62.0,,"{'Monday': ['11:30–22:00'], 'Tuesday': ['11:30–22:00'], 'Wednesday': ['11:30–22:00'], 'Thursday': ['11:30–22:00'], 'Friday': ['11:30–22:00'], 'Saturday': ['11:30–22:00'], 'Sunday': ['11:30–22:00']}",0.0,2024-06-03,Z,Other,
"La Cabra, 284 Lafayette Street",,,,(+1) 631-327-8888,40.724157103571,-73.996092783679,,,M-0169,,,,,0.0,2024-04-24,A,Southeast Asian,
"Green Kitchen, 1325 2 Avenue",,,,(+1) 212-288-3138,40.767336087009,-73.959443917614,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'wraps', 'title': 'Wraps'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",https://s3-media2.fl.yelpcdn.com/bphoto/0B-lTdHQaLx2nozoeZt0Zw/o.jpg,M-0503,3.9,62.0,,"{'Monday': ['08:00–22:00'], 'Tuesday': ['08:00–22:00'], 'Wednesday': ['08:00–22:00'], 'Thursday': ['08:00–22:00'], 'Friday': ['08:00–22:00'], 'Saturday': ['08:00–22:00'], 'Sunday': ['08:00–22:00']}",0.0,2025-03-06,A,American,
"Marumi, 546 Laguardia Place",,,,(+1) 212-979-7055,40.728765620852,-73.998361958118,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",https://s3-media4.fl.yelpcdn.com/bphoto/DnC_SiTJGvx-kXBPuSa7ig/o.jpg,M-0198,3.9,480.0,$$,"{'Monday': ['12:00–14:30', '17:00–21:30'], 'Tuesday': ['12:00–14:30', '17:00–21:30'], 'Wednesday': ['12:00–14:30', '17:00–21:30'], 'Thursday': ['12:00–14:30', '17:00–21:30'], 'Friday': ['12:00–14:30', '17:00–22:00'], 'Saturday': ['17:00–22:00'], 'Sunday': ['17:00–21:30']}",0.0,2024-03-14,A,Seafood,
"Taim Mediterranean Kitchen, 1372 Broadway",ChIJwaDNWNBZwokRBOMEq738b9s,taïm mediterranean kitchen,"1372 Broadway, New York, NY 10018, USA",(+1) 703-624-5160,40.752262863231,-73.98745407546,,,M-0353,4.0,71.0,,,0.0,2024-01-30,,Mediterranean,
"Gaga Jiao Cafe, 67 East Broadway",,,,(+1) 212-791-2819,40.713614415171,-73.995166354063,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'chinese', 'title': 'Chinese'}]",https://s3-media3.fl.yelpcdn.com/bphoto/_39QIrAADLfFaKwD2mRChg/o.jpg,M-0095,4.3,68.0,$,"{'Monday': ['08:00–20:00'], 'Tuesday': ['08:00–20:00'], 'Wednesday': ['08:00–20:00'], 'Thursday': ['08:00–20:00'], 'Friday': ['08:00–20:00'], 'Saturday': ['08:00–20:00'], 'Sunday': ['08:00–20:00']}",1.0,2024-10-08,A,Chinese,
"Fotia Mediterranean, 127 East 60 Street",,,,(+1) 212-663-7374,40.763046038626,-73.968171635011,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",https://s3-media4.fl.yelpcdn.com/bphoto/jF8hZsFoJheUfPSSEiKP2w/o.jpg,M-0459,4.1,27.0,,"{'Monday': ['10:30–20:00'], 'Tuesday': ['10:30–20:00'], 'Wednesday': ['10:30–20:00'], 'Thursday': ['10:30–20:00'], 'Friday': ['10:30–20:00'], 'Saturday': ['11:30–20:00'], 'Sunday': ['11:30–20:00']}",0.0,2025-05-06,A,Mediterranean,
"Mughlai Indian Cuisine, 489 Columbus Avenue",,,,(+1) 917-217-3738,40.784868158785,-73.973339442992,,,M-0656,,,,,0.0,2024-03-20,A,Indian,
"Mo Na Cafe, 80 East 116 Street",,,,(+1) 917-855-8312,40.79958039964,-73.943918416115,,,M-0803,,,,,0.0,2025-04-01,A,Mediterranean,
"The Pastry Box, 515 East 12 Street",,,,(+1) 917-474-6176,40.728840868481,-73.9807367498,,,M-0204,,,,,0.0,2024-02-28,A,Bakery Products/Desserts,
"George., 340 West 40 Street",,,,(+1) 201-481-5973,40.756457261114,-73.99196880133,,,M-0389,,,,,0.0,2024-12-17,B,American,
